nome,celular,tipo,ddd,city,state,nota_arquivo,responsavel_pacote_a3,tools_searchapi_principais,multiplicidade_enrich,projecao_creditos_searchapi_mid,projecao_custo_usd_searchapi_min,projecao_custo_usd_searchapi_max,projecao_custo_brl_searchapi_mid,score_nao_disponivel_neste_csv
VR ACADEMIA GUARULHOS LTDA,11992414726,cel_recup,11,GUARULHOS,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BIONDI FITNESS STUDIO LTDA,12981687416,cel_recup,12,TAUBATE,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
UBATUBA TRAINING GYM LTDA,12985794668,cel_recup,12,UBATUBA,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
MOTION FIT JACUI ACADEMIA LTDA,13991455573,cel_recup,13,SAO PAULO,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ASSOCIACAO RESERVA DOS YPES III,15997714331,cel_recup,15,TATUI,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA SKY CATANDUVA LTDA,16991955663,cel_recup,16,CATANDUVA,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
GOLD GYM ACADEMIA LTDA,16991843501,cel_recup,16,SAO CARLOS,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
SERGIO DE OLIVEIRA INDUSTRIA COMERCIO DE,17981491883,cel_recup,17,CEDRAL,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
XR ACADEMIA E CENTRO DE TREINAMENTO LTDA,19974169661,cel_recup,19,SAO PAULO,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
FABRICA PREMIUM OLEGARIO LTDA,21976139613,cel_recup,21,RIO DE JANEIRO,RJ,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
M & V ACADEMIA UTF,21985825407,cel_recup,21,RIO DE JANEIRO,RJ,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
UTF CACHAMORRA ACADEMIA DE GINASTICA LTD,21964816823,cel_recup,21,RIO DE JANEIRO,RJ,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA K7 DE RESENDE LTDA,24999812042,cel_recup,24,RESENDE,RJ,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA KONNEN VOLTA REDONDA LTDA,24999040248,cel_recup,24,VOLTA REDONDA,RJ,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
KPR ITAIPAVA ACADEMIA LTDA,24998669263,cel_recup,24,PETROPOLIS,RJ,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA PLATAFORMA LTDA,27999499718,cel_recup,27,VITORIA,ES,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
SMART FIT CACHOEIRO LTDA,27999818693,cel_recup,27,CACHOEIRO DE ITAPE,ES,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
WELLNESS CLUB JARDIM DA PENHA LTDA,27988023178,cel_recup,27,VITORIA,ES,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
A&T FITNESS LTDA,31988414408,cel_recup,31,BELO HORIZONTE,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA PRATIQUE SAO BENTO LTDA,31998798422,cel_recup,31,BELO HORIZONTE,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA SAO SEBASTIAO FIT LTDA,31984022998,cel_recup,31,PALHOCA,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA VIDA ATIVA LTDA,31985040490,cel_recup,31,OURO PRETO,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
CLUB BEAT LTDA,31997069798,cel_recup,31,BELO HORIZONTE,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
VIVA BEM FITNESS LTDA,31985967434,cel_recup,31,OURO PRETO,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
JHONE AUGUSTO CABRAL,32999990448,cel_recup,32,TOCANTINS,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ARENA 02 IRMAOS LTDA,33988573530,cel_recup,33,SAO JOAO EVANGELIS,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
GARDEN GOLD ACADEMIA ALTO DO CORREGO LTD,34999757952,cel_recup,34,PARACATU,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
GARDEN GOLD ACADEMIA BANDEIRANTES LTDA,34999759752,cel_recup,34,PARACATU,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
LS CENTRO DE TREINAMENTO LTDA,34999749390,cel_recup,34,PRATA,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ORION FIT ACADEMIA LTDA,35987092572,cel_recup,35,VARGINHA,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACOC COMERCIO E SERVICOS LTDA,37998134241,cel_recup,37,ITAUNA,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BNP COMERCIO E SERVICOS LTDA,37998660036,cel_recup,37,ITAUNA,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
LCR COMERCIO E SERVICOS LTDA,37998097681,cel_recup,37,ITAUNA,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
IFH FITNESS LTDA,38992489191,cel_recup,38,MONTES CLAROS,MG,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
A S CORPORATE LTDA,41995005367,cel_recup,41,COLOMBO,PR,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
SOLVE SOLUCOES LTDA,41988544642,cel_recup,41,CASCAVEL,PR,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA LIFE FITNESS RIO AZUL LTDA.,42998521293,cel_recup,42,RIO AZUL,PR,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ANDREIA SIMOES RODRIGUES FURTADO - FACCO,43991033817,cel_recup,43,GUAPIRAMA,PR,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
FORCE ONE,44991145002,cel_recup,44,CHAPECO,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
RODRIGO MONTANARI,46999036083,cel_recup,46,FRANCISCO BELTRAO,PR,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
CONDOMINIO RESIDENCIAL COSTAO DA BARRA,47999112145,cel_recup,47,BALNEARIO CAMBORIU,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
DIEGO WELTER TREINAMENTOS LTDA,47984050699,cel_recup,47,BARRA VELHA,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
EVOLVE FITNESS STORE LTDA,47996715867,cel_recup,47,CANOINHAS,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
EVOLVE SARDA JARSCHEL FITNESS LTDA,47997237878,cel_recup,47,CANOINHAS,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
FABRICA CT ITAJAI LTDA,47999559680,cel_recup,47,ITAJAI,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
FÁBRICA CT BALNEÁRIO CAMBORIÚ LTDA,47999999999,cel_recup,47,BALNEARIO CAMBORIU,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
JOTAKA CONFECCOES LTDA,47998411126,cel_recup,47,BARRA VELHA,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
LOSI SOLUCOES LOGISTICAS LTDA,47997071780,cel_recup,47,ITAJAI,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
MG LOG TRANSPORTES LTDA,47996565295,cel_recup,47,ITAJAI,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ROBERTO LUZ ACADEMIA LTDA,47984113011,cel_recup,47,BALNEARIO PICARRAS,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
RODOCOSTA TRANSPORTES LTDA,47999940146,cel_recup,47,BIGUACU,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
SANCO ARMAZENS LTDA,47996520630,cel_recup,47,ITAJAI,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
FOR FITNESS SC MANUTENCAO E REPARO DE MA,48988421152,cel_recup,48,FLORIANOPOLIS,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
SOLUTION FITNESS COMERCIO E IMPORTACAO L,48991066392,cel_recup,48,FLORIANOPOLIS,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
SR7 COMERCIO E IMPORTAÃ‡ÃƑO LTDA,48999360345,cel_recup,48,PALHOCA,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
SPORTMANIA INDUSTRIA E COMERCIO DE APARE,51997713800,cel_recup,51,CAMPO BOM,RS,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA SIXGYM FARROUPILHA LTDA,54992246774,cel_recup,54,FARROUPILHA,RS,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
CORE FITNESS LTDA,54991909860,cel_recup,54,FLORIANOPOLIS,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
W7 ACADEMIA GARIBALDI LTDA,54999861680,cel_recup,54,GARIBALDI,RS,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA LUSTOSA III LTDA,61981339544,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA PERFORMANCE FIT LTDA,61991729117,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BAN BAN ATIVIDADES ESPORTIVAS LTDA,61999741730,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
CARDOSO E BARBOSA FITNESS LTDA,61992015731,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
E SILVA COMERCIO & SERVICOS LTDA,61985655267,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
GAMA FITNESS ACADEMIA LTDA,61998843968,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
IPE DOURADO PARTICIPACOES LTDA,61992898106,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
JHT SP COMERCIO DE PRODUTOS E EQUIPAMENT,61982178822,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
L  A FITNESS LTDA,61992804525,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
LAERCIO VIEIRA DE AGUIAR,61999191302,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
M SPORTS ARTIGOS ESPORTIVOS LTDA,61999762000,cel_recup,61,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
RODRIGUES & MARINHO FITNESS LTDA,61999754257,cel_recup,61,VALPARAISO DE GOIA,GO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA PLAY FIT LTDA,62991920954,cel_recup,62,APARECIDA DE GOIAN,GO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BRAVUS EQUIPAMENTOS-COMERCIO DE ARTIGOS ,62998119208,cel_recup,62,GOIANIA,GO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
FITNESS LAND COMERCIO VAREJISTA DE MATER,62994475620,cel_recup,62,BRASILIA,DF,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
OFICIAL IMPORTS LTDA,62981294723,cel_recup,62,GOIANIA,GO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
PLAZADORO ACADEMIA LTDA,62993236427,cel_recup,62,GOIANIA,GO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
VK FITNESS LTDA,62991531249,cel_recup,62,GOIANIA,GO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ALTUS FITNESS ACADEMIA LTDA,63992194546,cel_recup,63,PORTO NACIONAL,TO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
HIIT LIVE SERVICOS ESPORTIVOS LTDA,63984062365,cel_recup,63,PALMAS,TO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
KARVE GYM LTDA,63992179266,cel_recup,63,PALMAS,TO,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
ACADEMIA POWER.ON LTDA,65984130616,cel_recup,65,PONTES E LACERDA,MT,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
BRINK MOBIL EQUIPAMENTOS EDUCACIONAIS LT,65992263891,cel_recup,65,BLUMENAU,SC,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
DOUGLAS PICCINI FEIL,66999023731,cel_recup,66,SINOP,MT,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
GAVIÕES JABAQUARA,66999034197,cel_recup,66,SÃO PAULO,SP,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
LIFETIME FITNESS LTDA,66996005343,cel_recup,66,PRIMAVERA DO LESTE,MT,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
STUDIO FITNESS LTDA,66999847337,cel_recup,66,RONDONOPOLIS,MT,LEAD_LIST_NAO_RELATORIO_CUSTO,A3a_CompetitorIntel,descobrir_maps|reviews|popular_times|instagram|google_light,MAX_ENRIQUECIMENTO=6,20,0.06,0.1,0.432,exportar_relatorios_com_score_bairro
